15	15	15	15	15	15	15	15	15	15	15	41	43	21	21	21	21	21	21	41
21	21	21	21	21	21	21	21	21	21	22	41	43	21	21	21	21	21	21	41
21	21	21	21	21	21	21	21	21	36	37	41	43	21	21	21	21	21	21	41
21	21	21	21	21	21	21	21	21	21	21	41	43	21	21	21	21	21	21	41
12	12	12	12	12	10	21	21	21	21	21	41	43	21	21	21	21	21	21	41
7	7	7	7	7	23	21	21	21	21	21	41	43	21	21	21	21	21	21	41
7	7	7	7	7	23	21	21	21	21	21	41	43	21	21	21	21	21	21	41
7	7	7	7	7	23	21	21	21	21	21	41	43	21	21	21	21	21	21	41
7	7	7	7	7	23	21	21	21	21	21	41	43	21	21	21	21	21	21	41
7	7	7	7	7	23	21	21	21	21	21	41	43	21	21	21	21	21	21	41
7	7	7	7	7	23	12	12	12	12	12	41	43	21	21	21	21	21	21	41
7	7	7	7	7	23	20	19	20	19	20	41	43	21	21	21	21	21	21	41
36	36	36	36	36	39	20	19	20	19	20	41	43	21	21	21	21	21	21	41
21	21	21	21	21	19	20	19	20	19	20	41	43	21	21	21	21	21	21	41
21	21	21	21	21	19	20	19	20	19	20	41	43	21	21	21	21	21	21	41
21	21	21	21	21	19	20	19	20	19	20	41	43	21	21	21	21	21	21	41
21	21	21	21	21	19	20	19	20	19	20	41	43	21	21	21	21	21	21	41
21	21	21	21	12	12	12	12	12	12	22	41	43	21	21	21	21	21	21	41
21	21	21	20	7	7	7	7	7	7	23	41	43	21	21	21	21	21	21	41
21	21	21	20	7	7	7	7	7	7	23	41	43	21	21	21	21	21	21	41
22	13	13	20	7	7	7	7	7	7	23	41	43	21	21	21	21	21	21	41
23	15	15	38	36	36	36	36	36	36	39	41	43	21	21	21	21	21	21	41
23	21	21	21	60	41	43	63	90	90	90	41	43	21	21	21	21	21	21	41
23	21	21	21	61	41	43	64	90	90	90	41	43	21	21	21	21	21	21	41
23	21	21	21	85	41	43	88	90	90	90	41	43	21	21	21	21	21	21	41
23	21	21	21	84	41	43	87	90	90	90	41	43	21	21	21	21	21	21	41
23	21	21	21	21	12	12	12	12	12	12	41	43	21	21	21	21	21	21	41
39	21	21	21	38	36	36	36	36	36	36	41	43	21	21	21	21	21	21	41
23	21	21	21	23	13	13	13	13	13	13	41	43	21	21	21	21	21	21	41
23	21	21	21	23	16	16	16	16	16	16	41	43	21	21	21	21	21	21	41
23	21	21	21	23	17	17	17	17	17	17	41	43	21	21	21	21	21	21	41
23	21	21	21	23	17	17	17	17	17	17	41	43	21	21	21	21	21	21	41
23	21	21	21	23	17	17	17	17	17	17	12	22	21	21	22	21	21	21	41
23	21	21	21	23	17	17	17	17	17	17	36	39	21	38	39	21	21	21	41
23	21	21	21	23	17	17	17	17	17	17	23	21	21	21	21	21	21	21	41
23	21	21	21	23	17	17	17	17	17	17	23	21	21	21	21	21	21	21	41
23	21	21	21	23	18	18	18	18	18	18	23	21	21	21	21	21	21	21	41
23	21	21	21	23	14	14	14	14	14	14	23	21	21	21	21	21	21	21	41
23	21	21	21	23	20	20	20	20	20	20	23	21	21	21	21	21	21	21	41
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	41
