24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	23	19	19	19	23	21	21	21	21	21	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	23	19	19	19	23	15	15	15	15	15	23	19	19	19	23	15	15	15	15	15	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	23	19	19	19	19	19	19	19	19	19	23	19	19	19	19	19	19	19	19	19	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
